split,split_index,source_file,window_index,start_sample,end_sample_exclusive,window_start_s,window_end_s,label,anomaly_fraction
train,0,normal_20260725_184948.csv,0,0,128,2.1850000848644413e-06,0.2540544399998907,0,0.0
train,1,normal_20260725_184948.csv,1,128,256,0.2560527979999278,0.510052977000214,0,0.0
train,2,normal_20260725_184948.csv,2,256,384,0.5120527429999129,0.7660734040000534,0,0.0
train,3,normal_20260725_184948.csv,3,384,512,0.7680641320002906,1.0220693679998476,0,0.0
train,4,normal_20260725_184948.csv,4,512,640,1.024058874000275,1.2780645540001387,0,0.0
train,5,normal_20260725_184948.csv,5,640,768,1.2800534490002065,1.534063814000092,0,0.0
train,6,normal_20260725_184948.csv,6,768,896,1.5360796170002686,1.7900528710001709,0,0.0
train,7,normal_20260725_184948.csv,7,896,1024,1.79205324700024,2.046061631000157,0,0.0
train,8,normal_20260725_184948.csv,8,1024,1152,2.0480531930002144,2.3020530580001832,0,0.0
train,9,normal_20260725_184948.csv,9,1152,1280,2.3040661390000423,2.5580550409999887,0,0.0
train,10,normal_20260725_184948.csv,10,1280,1408,2.560053157999846,2.81405506100009,0,0.0
train,11,normal_20260725_184948.csv,11,1408,1536,2.816053048999948,3.070053544000075,0,0.0
train,12,normal_20260725_184948.csv,12,1536,1664,3.0720530500002496,3.326069193999956,0,0.0
train,13,normal_20260725_184948.csv,13,1664,1792,3.328055033000055,3.582052899000246,0,0.0
train,14,normal_20260725_184948.csv,14,1792,1920,3.5840600159999667,3.83806327100001,0,0.0
train,15,normal_20260725_184948.csv,15,1920,2048,3.8400715920001858,4.094057366000016,0,0.0
train,16,normal_20260725_184948.csv,16,2048,2176,4.096053520000169,4.350054423000074,0,0.0
train,17,normal_20260725_184948.csv,17,2176,2304,4.352080151999871,4.606070498999998,0,0.0
train,18,normal_20260725_184948.csv,18,2304,2432,4.608059375000266,4.862052778999896,0,0.0
train,19,normal_20260725_184948.csv,19,2432,2560,4.864060137000251,5.118072726000264,0,0.0
train,20,normal_20260725_184948.csv,20,2560,2688,5.12007401000028,5.374060376000216,0,0.0
